18-03-2018	04	05	05	06	12	12	23	30	31	33	33	36	38	44	45	53	54	59	60	73	73	75	81	89	92	99	99
17-03-2018	00	00	02	06	07	09	11	14	15	15	18	20	24	25	27	36	36	38	42	62	63	66	67	70	75	81	87
16-03-2018	02	06	13	17	22	25	26	33	35	38	42	45	48	49	52	54	66	67	68	70	71	78	83	83	85	87	98
15-03-2018	05	06	06	06	07	08	12	14	16	20	27	31	37	39	42	43	47	52	56	65	71	80	81	86	86	97	98
14-03-2018	06	07	11	23	25	27	29	35	39	40	40	43	49	51	54	54	59	62	71	75	77	80	88	90	91	92	93
13-03-2018	04	07	08	09	25	26	27	28	41	44	46	46	51	57	59	60	62	63	69	73	75	80	92	92	95	98	98
12-03-2018	14	17	18	26	30	34	36	39	41	44	47	50	52	56	61	67	67	75	76	77	81	83	87	88	89	90	91
11-03-2018	00	04	10	16	22	23	29	30	32	36	42	43	47	49	49	58	70	73	73	86	88	95	95	96	97	99	99
10-03-2018	06	09	09	13	22	27	28	30	30	31	35	36	37	39	45	48	51	64	66	69	72	74	77	85	90	91	94
09-03-2018	06	07	07	09	11	17	17	21	23	24	31	31	32	34	37	38	44	51	53	54	59	63	65	73	75	87	87
08-03-2018	00	05	06	14	14	14	15	18	19	23	24	29	29	34	34	37	41	52	57	58	58	70	75	75	83	85	98
07-03-2018	02	05	06	07	10	13	14	14	18	24	35	40	41	42	49	50	50	50	58	60	68	72	81	82	83	86	94
06-03-2018	07	15	17	18	24	48	55	58	60	63	65	66	75	79	79	83	85	85	88	91	93	94	95	95	95	97	98
05-03-2018	01	11	19	26	26	27	47	48	50	52	56	57	58	60	60	65	66	70	72	75	79	79	89	96	96	96	98
04-03-2018	02	06	09	13	15	16	19	19	26	27	27	29	29	31	39	52	53	58	58	59	66	73	79	84	85	87	89
03-03-2018	09	19	19	19	22	22	29	31	38	39	49	52	52	56	56	56	58	59	64	71	72	74	82	82	84	85	86
02-03-2018	04	09	19	21	26	26	30	35	37	39	46	49	51	51	65	68	69	76	79	80	80	81	85	85	88	89	99
01-03-2018	00	04	09	12	12	15	15	24	24	26	28	29	35	43	44	54	57	59	60	68	73	82	83	91	94	99	99
28-02-2018	00	11	13	15	15	25	29	33	37	56	57	60	61	72	78	79	82	85	86	86	87	87	87	91	92	92	99
27-02-2018	03	07	11	19	23	25	27	32	33	39	46	46	52	52	53	62	66	68	71	76	79	82	84	84	95	96	98
26-02-2018	02	02	04	17	18	20	24	28	29	31	32	39	39	40	41	41	42	44	47	50	54	60	81	83	89	93	94
25-02-2018	03	08	08	10	16	21	22	23	27	29	30	31	35	38	41	49	52	54	55	57	58	70	85	87	90	93	99
24-02-2018	06	06	08	12	14	18	19	20	20	25	28	35	45	50	54	57	72	76	77	77	82	83	83	88	93	94	98
23-02-2018	02	14	15	16	19	21	44	47	48	48	51	52	55	56	59	60	64	77	80	82	84	84	86	92	92	95	98
22-02-2018	04	09	10	13	13	17	18	20	23	24	24	34	34	47	55	59	61	65	65	67	71	86	88	90	91	91	95
21-02-2018	05	06	10	17	23	27	30	37	38	41	42	43	48	51	54	57	59	61	61	75	77	77	85	94	97	97	97
20-02-2018	00	01	03	09	11	12	13	14	14	15	23	28	30	33	34	42	46	58	74	76	83	83	84	85	90	91	92
19-02-2018	04	05	08	09	19	29	29	35	38	42	44	45	51	52	54	55	61	71	75	79	82	82	91	92	98	98	99
14-02-2018	00	02	05	06	12	15	15	20	26	28	38	41	50	52	55	60	64	71	73	77	82	84	87	93	94	95	96
13-02-2018	02	20	22	23	23	24	25	31	35	49	49	51	52	53	56	57	63	66	66	76	78	80	87	89	89	92	95
12-02-2018	00	02	02	13	19	19	25	29	33	35	39	39	50	58	60	66	66	77	77	79	80	85	88	91	93	95	99
11-02-2018	02	05	08	08	10	12	21	22	25	27	36	37	37	37	53	59	62	63	66	67	68	74	76	79	80	81	98
10-02-2018	02	04	05	05	06	15	16	22	30	30	32	38	40	42	47	50	54	62	64	66	73	80	81	83	88	89	99
09-02-2018	01	02	12	20	25	35	39	42	50	50	53	54	54	56	66	68	68	68	77	77	80	81	93	94	94	95	97
08-02-2018	11	13	15	15	21	25	26	27	29	38	41	44	48	52	53	55	60	61	62	70	75	76	77	79	83	85	98
07-02-2018	01	01	04	06	12	15	17	25	32	43	50	52	55	60	64	72	73	77	79	80	81	84	88	88	92	93	96
06-02-2018	02	04	11	13	17	18	26	33	36	37	48	51	54	58	58	60	66	71	73	80	85	86	88	93	95	98	99
05-02-2018	00	04	04	07	12	24	29	31	32	41	50	53	55	56	64	67	69	71	73	77	78	84	85	86	91	94	97
04-02-2018	03	03	09	19	25	28	30	32	33	35	35	38	38	43	53	65	67	71	74	75	79	83	88	89	90	93	99
03-02-2018	01	03	04	06	08	10	14	15	15	23	27	34	40	49	57	63	64	67	75	76	77	79	79	83	84	85	98
02-02-2018	00	02	04	05	16	22	23	25	29	30	41	48	60	62	68	69	70	72	73	73	74	75	80	86	87	97	98
01-02-2018	03	04	11	17	33	36	40	42	42	44	44	50	51	55	66	70	71	73	74	77	80	83	84	88	88	89	91
31-01-2018	03	09	10	15	21	22	23	27	43	46	47	47	48	50	51	53	54	60	70	73	74	75	82	84	86	88	89
30-01-2018	02	03	20	24	24	29	31	35	38	40	46	47	49	56	57	57	62	65	70	75	81	83	85	91	91	96	99
29-01-2018	02	04	15	17	24	26	26	32	33	33	35	37	39	41	45	45	47	50	50	53	57	70	72	72	72	88	94
28-01-2018	08	10	18	21	22	25	27	29	34	42	43	45	49	50	51	72	76	85	86	87	88	90	94	94	95	96	98
27-01-2018	02	05	11	12	15	16	17	19	20	21	29	33	34	35	50	53	61	64	72	79	80	82	82	83	86	91	93
26-01-2018	01	11	12	14	17	20	26	28	30	32	35	43	44	45	46	47	63	64	72	77	80	81	90	91	93	95	96
25-01-2018	00	01	02	09	19	21	22	26	32	32	33	36	41	44	46	54	62	67	68	75	75	89	91	92	93	93	97
24-01-2018	03	09	10	10	11	12	12	17	22	26	27	35	39	40	42	43	46	49	51	55	56	57	59	60	62	70	77
23-01-2018	00	01	04	11	17	21	21	21	29	29	30	45	48	55	55	56	57	62	72	73	73	78	82	88	92	98	99
22-01-2018	04	07	08	14	14	14	16	18	22	26	28	36	50	50	50	52	54	56	60	65	66	67	71	78	80	84	85
21-01-2018	01	02	08	11	15	22	25	36	39	43	43	48	49	52	54	54	62	62	70	71	76	80	85	85	90	94	96
20-01-2018	00	03	05	18	28	28	32	36	37	38	44	51	51	53	55	62	63	63	70	76	77	85	85	86	91	95	95
19-01-2018	08	18	21	29	31	31	33	34	37	40	44	49	51	56	57	61	62	71	72	75	79	79	85	91	94	97	99
18-01-2018	01	04	04	08	14	15	17	23	37	39	39	47	52	53	55	62	62	76	83	83	86	87	91	91	91	94	98
17-01-2018	03	05	05	06	08	09	09	22	28	34	36	42	55	60	63	69	70	71	76	77	79	80	83	89	93	94	97
16-01-2018	00	02	06	07	07	11	16	20	24	29	34	37	38	38	53	60	66	67	77	77	82	82	82	85	87	95	96
15-01-2018	01	05	12	15	21	21	23	26	28	28	41	42	45	46	49	53	61	71	75	80	82	84	94	94	95	97	98
14-01-2018	03	04	09	10	11	14	21	28	30	32	33	37	37	38	43	44	47	48	49	49	66	68	73	76	79	85	85
13-01-2018	07	11	12	13	16	17	19	34	37	38	40	50	51	52	56	56	59	61	62	63	63	64	68	72	73	84	94
12-01-2018	01	02	04	05	11	17	18	23	24	30	34	36	46	48	49	56	59	60	62	77	80	83	84	86	90	92	93
11-01-2018	03	06	07	08	11	14	16	20	20	26	38	39	47	49	52	55	72	73	74	76	77	85	85	85	86	90	93
10-01-2018	00	04	10	13	14	20	20	33	33	33	37	44	45	48	48	50	56	59	72	74	76	80	82	84	84	88	97
09-01-2018	01	17	20	23	27	30	39	45	50	59	61	62	62	64	64	66	67	70	73	80	84	87	88	89	95	96	99
08-01-2018	07	08	08	09	10	13	17	32	32	36	37	42	48	50	53	53	54	55	60	63	73	79	81	85	90	93	93
07-01-2018	00	04	08	20	21	22	29	42	46	49	50	53	57	63	63	68	70	77	78	80	80	82	84	89	91	92	93
06-01-2018	10	10	13	13	26	26	26	32	37	41	48	53	63	66	69	70	71	75	76	77	78	79	83	89	93	96	96
05-01-2018	05	06	08	10	10	14	16	22	23	37	42	47	51	57	62	63	66	67	68	70	71	73	83	91	93	96	99
04-01-2018	01	13	14	14	20	20	24	28	33	33	36	37	41	49	50	52	53	54	65	71	74	78	79	81	91	95	97
03-01-2018	04	05	08	17	18	22	23	28	29	50	56	56	57	60	60	62	64	72	74	74	78	81	88	89	89	96	99
02-01-2018	01	06	17	21	31	31	34	35	35	40	41	46	51	59	61	63	71	76	83	86	87	88	88	91	91	91	98
01-01-2018	02	03	07	12	14	15	16	25	27	29	32	36	37	42	43	43	44	50	58	59	62	67	71	77	81	90	94
31-12-2017	01	08	11	21	21	22	24	26	29	36	40	42	44	47	48	51	59	61	64	72	78	81	85	88	88	97	99
30-12-2017	00	11	12	20	21	24	29	30	31	31	33	33	39	43	46	51	56	58	58	60	68	71	73	81	89	95	96
29-12-2017	03	05	07	11	15	23	23	24	24	27	28	32	37	41	47	48	48	52	56	65	68	73	73	77	78	81	89
28-12-2017	03	03	05	06	18	27	29	35	46	47	47	47	52	58	59	67	72	74	78	78	78	80	80	80	81	93	97
27-12-2017	01	01	02	07	08	08	11	14	14	16	20	25	28	30	32	36	49	52	52	65	74	80	80	81	97	98	98
26-12-2017	04	06	09	09	10	12	13	15	16	18	23	28	37	41	47	52	58	58	62	62	63	63	66	81	89	89	91
25-12-2017	03	05	13	14	14	17	19	22	27	33	40	44	49	56	58	62	63	63	73	75	75	75	76	77	81	88	92
24-12-2017	01	11	12	14	31	39	40	44	45	48	52	52	55	57	70	70	76	80	84	86	86	87	90	90	90	92	99
23-12-2017	11	12	14	14	15	18	22	23	23	26	28	33	35	36	41	43	57	59	59	61	67	69	72	84	87	91	96
22-12-2017	01	02	05	15	16	21	24	26	27	28	32	36	36	41	42	45	45	49	57	66	67	72	74	82	90	93	98
21-12-2017	05	09	16	24	32	32	45	46	49	51	52	55	55	56	58	58	59	70	72	80	83	87	87	93	95	96	98
20-12-2017	02	05	21	22	29	31	34	41	42	42	44	47	47	53	60	62	67	67	68	71	76	79	80	82	85	88	97
19-12-2017	01	04	11	12	12	14	15	18	20	23	25	32	46	46	48	49	53	59	60	60	65	71	75	85	87	89	92
18-12-2017	01	06	17	18	29	30	33	36	41	44	51	51	51	54	55	62	63	68	71	75	83	87	87	89	91	93	97
17-12-2017	01	07	11	15	31	34	36	37	40	42	45	48	48	48	50	54	62	62	69	76	80	90	94	94	95	96	97
16-12-2017	01	10	15	17	18	21	22	28	29	30	31	32	38	45	49	49	51	53	53	53	64	67	67	67	71	77	82
15-12-2017	01	02	03	12	14	23	26	26	26	32	35	36	45	47	53	58	64	64	66	68	68	69	84	89	94	94	97
14-12-2017	01	04	07	13	24	35	41	49	54	54	56	56	58	62	63	68	76	78	80	82	87	88	93	95	96	96	96
13-12-2017	03	07	09	13	14	18	19	25	26	26	27	50	51	54	55	56	57	60	63	66	72	74	76	86	86	88	97
12-12-2017	02	05	08	10	15	21	24	24	42	43	45	48	49	55	63	67	68	68	69	69	73	76	79	81	89	95	99
11-12-2017	01	01	03	09	11	16	19	19	21	35	38	42	46	51	52	55	60	62	66	71	74	75	80	87	88	88	93
10-12-2017	02	04	06	09	13	13	19	20	21	23	23	25	26	32	44	45	53	59	71	78	80	81	90	94	97	99	99
09-12-2017	00	11	16	19	21	21	22	24	26	28	37	39	41	48	51	52	54	54	67	68	72	76	77	85	86	92	95
08-12-2017	01	04	04	06	09	12	12	15	16	20	23	26	31	33	35	37	37	53	55	57	71	81	83	83	83	84	98
07-12-2017	01	09	13	15	24	27	27	31	33	35	35	40	42	53	57	61	65	66	67	73	74	79	84	89	92	98	99
06-12-2017	08	09	13	17	21	25	25	30	35	36	36	41	48	51	53	57	64	69	75	75	80	80	84	85	87	92	99
05-12-2017	02	04	10	13	17	21	21	26	27	33	49	55	56	61	63	65	68	71	77	77	83	85	87	91	94	96	98
04-12-2017	06	08	13	14	15	18	19	19	22	30	33	36	36	48	49	50	55	59	60	63	67	69	70	87	88	90	97
03-12-2017	09	09	11	19	20	23	28	34	36	40	46	48	56	61	64	65	70	70	70	84	89	90	91	91	92	97	97
02-12-2017	03	03	09	24	25	29	35	39	50	59	61	64	64	66	68	70	72	73	75	76	77	81	85	87	91	92	97
01-12-2017	01	02	05	06	12	14	16	18	29	39	43	48	51	53	60	64	68	73	73	77	79	79	83	86	86	97	98
30-11-2017	00	00	01	05	05	14	15	18	19	28	31	41	44	45	45	50	51	51	59	68	80	81	81	82	83	87	97
29-11-2017	03	07	11	17	22	30	30	33	33	34	34	37	38	39	40	45	47	56	58	61	70	71	75	77	81	85	93
28-11-2017	04	05	07	09	12	27	35	40	40	46	52	59	68	74	74	75	76	80	82	83	84	86	91	94	97	99	99
27-11-2017	01	11	13	17	17	19	20	22	28	30	43	52	55	56	56	56	56	57	59	63	73	78	80	82	91	95	95
26-11-2017	08	09	19	20	20	25	27	28	29	40	41	42	43	44	51	52	54	55	57	64	70	75	79	80	86	93	95
25-11-2017	01	05	09	14	18	25	25	26	35	40	46	47	48	52	56	59	62	73	76	80	81	86	88	89	89	96	98
24-11-2017	03	19	23	31	34	35	36	40	41	43	46	50	54	59	61	61	68	75	76	78	84	84	86	90	91	91	96
23-11-2017	04	16	19	26	28	30	33	37	42	43	48	51	52	55	57	62	62	67	71	72	87	87	89	90	93	94	95
22-11-2017	02	03	07	19	19	19	22	24	27	28	30	33	33	37	38	54	55	61	63	64	67	74	77	82	84	88	90
21-11-2017	08	13	13	28	32	42	45	48	51	53	55	56	62	62	66	68	69	70	70	70	78	82	82	91	97	98	98
20-11-2017	00	02	10	12	13	19	21	21	30	30	37	38	42	47	49	52	52	53	57	60	63	67	72	79	85	86	97
19-11-2017	00	02	03	05	08	09	13	14	15	20	21	23	26	27	32	37	39	41	43	57	61	67	69	89	91	95	97
18-11-2017	00	06	12	20	22	22	24	25	28	30	33	38	39	41	42	44	46	55	55	55	56	61	62	67	72	88	94
17-11-2017	02	03	05	06	08	09	14	16	20	23	23	23	26	29	30	37	47	49	50	53	58	64	68	78	86	89	92
16-11-2017	12	16	16	17	26	31	43	45	46	49	50	50	51	57	58	59	59	68	71	73	80	81	86	87	95	97	99
15-11-2017	01	07	10	15	15	16	21	24	36	46	47	49	54	56	59	62	70	75	76	76	77	79	79	90	92	93	98
14-11-2017	04	05	05	10	13	15	22	25	26	29	32	37	41	46	48	53	55	57	61	61	69	73	76	78	84	94	97
13-11-2017	00	01	06	11	13	19	22	24	25	33	34	35	36	41	47	54	61	66	72	72	73	75	78	80	86	87	87
12-11-2017	02	04	14	20	23	27	30	33	36	38	40	46	50	56	57	65	65	65	66	66	75	84	85	86	86	97	99
11-11-2017	08	10	15	18	20	30	31	39	55	59	66	66	71	72	72	74	74	77	78	80	80	84	87	93	93	94	98
10-11-2017	00	10	11	11	14	15	16	23	28	29	30	47	51	60	60	60	63	63	65	69	74	79	80	82	85	90	93
09-11-2017	00	04	05	14	21	25	27	32	42	47	52	52	54	54	57	62	63	64	64	65	69	75	77	79	94	98	98
08-11-2017	09	20	20	21	24	26	29	32	37	41	44	47	48	58	63	71	73	75	75	80	82	83	86	88	92	98	98
07-11-2017	01	04	13	16	18	22	25	27	33	35	38	38	38	46	47	51	55	58	60	62	64	66	80	91	92	95	98
06-11-2017	03	07	09	09	11	17	20	22	27	30	35	41	47	47	47	55	64	65	65	68	69	72	75	81	85	91	98
05-11-2017	01	02	07	10	16	19	23	25	25	28	32	40	43	44	45	52	53	55	59	60	62	64	66	79	85	88	94
04-11-2017	02	11	13	13	16	21	27	28	36	43	45	49	50	58	62	71	74	81	81	84	84	89	94	95	95	97	98
03-11-2017	03	06	08	08	10	11	23	31	33	34	42	45	47	49	50	52	55	63	68	69	78	78	84	89	95	95	98
02-11-2017	00	05	12	17	27	27	28	41	42	44	49	50	53	58	58	59	61	67	68	73	82	87	88	93	97	97	98
01-11-2017	05	09	09	23	24	25	26	30	33	41	51	54	55	60	68	70	70	72	73	76	77	79	82	84	86	92	94
31-10-2017	02	02	11	12	13	18	21	23	24	26	27	30	35	42	43	54	65	65	67	68	71	81	85	85	90	90	99
30-10-2017	02	03	06	08	11	12	16	17	18	19	20	24	28	30	34	36	46	56	57	63	64	70	74	80	83	87	91
29-10-2017	07	10	14	19	22	24	27	27	29	30	39	43	47	49	59	59	66	69	70	71	80	85	87	91	95	96	98
28-10-2017	00	00	02	17	20	23	24	24	28	40	43	52	53	53	54	55	57	62	63	71	72	73	74	80	88	91	91
27-10-2017	00	01	04	06	07	17	25	25	27	36	38	41	41	43	43	43	53	64	79	88	89	89	90	92	93	94	97
26-10-2017	00	09	20	34	38	44	51	51	53	55	58	62	62	67	70	77	77	79	81	82	85	85	85	92	96	97	99
25-10-2017	00	03	05	13	14	14	16	22	23	25	36	37	39	52	53	62	63	68	71	72	80	84	85	85	89	91	93
24-10-2017	02	04	06	12	13	18	24	25	28	33	34	41	44	45	50	62	64	64	70	70	72	75	89	90	90	95	97
23-10-2017	10	10	25	27	27	32	35	39	55	56	59	60	62	62	64	65	66	69	69	73	73	77	84	88	88	91	92
22-10-2017	03	05	07	09	15	17	23	25	28	28	34	37	44	45	53	55	55	55	59	74	76	78	79	84	87	90	97
21-10-2017	02	17	18	18	24	27	27	28	38	39	43	45	47	49	57	60	63	63	75	75	76	77	80	82	87	88	95
20-10-2017	10	12	13	15	18	19	25	27	31	32	37	38	49	51	58	59	59	64	65	66	67	67	69	71	74	89	91
19-10-2017	25	26	30	31	31	32	34	38	43	50	52	53	63	64	66	70	71	72	74	74	77	81	82	83	83	97	99
18-10-2017	02	03	09	09	09	14	26	32	35	35	38	43	52	53	59	60	63	63	65	66	68	70	70	73	77	94	96
17-10-2017	06	06	11	12	15	23	24	24	32	33	49	51	52	55	55	57	61	64	65	71	72	73	76	78	84	85	89
16-10-2017	01	02	07	08	12	12	20	23	33	34	35	39	47	49	52	54	54	55	64	66	76	76	77	85	91	94	95
15-10-2017	00	00	03	10	16	16	29	30	31	34	40	49	50	51	51	55	60	61	67	67	68	68	73	74	82	84	85
14-10-2017	02	08	09	16	19	22	35	35	36	41	48	51	54	56	64	67	71	72	72	73	77	77	79	84	90	93	97
13-10-2017	03	04	11	11	13	15	17	23	24	26	28	28	33	35	52	54	57	67	70	70	76	82	83	85	94	95	99
12-10-2017	04	09	10	18	23	30	30	36	36	45	51	59	62	66	71	71	72	72	76	77	80	81	83	83	92	94	95
11-10-2017	01	02	06	07	09	11	12	18	24	26	28	30	31	34	43	48	56	57	59	65	65	68	75	78	90	93	95
10-10-2017	09	11	16	23	24	30	40	42	47	54	55	56	57	58	59	66	68	69	71	71	71	77	77	82	84	86	87
09-10-2017	15	21	22	22	24	25	25	37	37	40	41	42	47	49	52	64	64	69	74	74	78	83	92	93	94	97	98
08-10-2017	00	01	01	02	03	04	08	08	09	18	24	29	29	31	33	41	54	60	61	66	75	75	82	83	87	92	96
07-10-2017	02	04	04	13	16	24	33	51	52	54	55	56	58	64	65	66	67	70	72	73	75	84	88	90	91	94	97
06-10-2017	00	00	09	13	15	20	20	22	26	28	31	38	46	49	50	66	70	72	73	78	79	82	83	91	93	97	98
05-10-2017	01	01	07	15	20	21	26	27	29	33	45	46	62	63	67	76	77	84	86	91	92	93	94	95	96	96	98
04-10-2017	04	05	18	19	20	23	31	35	42	46	46	50	60	66	71	71	72	73	77	79	81	84	90	93	95	95	95
03-10-2017	02	02	04	13	16	19	24	25	26	30	31	34	37	43	46	48	50	52	53	54	55	61	61	67	70	72	93
02-10-2017	05	06	07	09	11	12	13	13	28	28	29	33	37	40	40	42	51	52	52	57	61	82	82	85	90	90	98
01-10-2017	00	01	16	18	19	19	20	22	25	26	31	36	36	38	43	43	44	47	48	63	68	74	83	90	90	94	94
